Nº de referencia,Asociación de tabla,Clave ajena,Desactivado,Descripción,Fecha de creación,Fecha de última actualización,ID de archivo anexo,Índice de palabras clave,Nombre,Nombre de archivo de usuario ,Nombre de archivo local,Privado,Secuencia,Tamaño,Tipo,Tipo de contenido
160712-000271,Incidentes,1502,,,'2016-07-12 20:45:52','2016-07-12 20:45:52',2109,,,raw_message.mht,0712/0146836715329115-M1vwEH,,,10529,,text/html
160712-000272,Incidentes,1503,,,'2016-07-12 22:00:51','2016-07-12 22:00:51',2110,,,raw_message.mht,0712/014683716527432-7YvfoE,,,13745,,text/html
160713-000000,Incidentes,1504,,,'2016-07-13 00:30:50','2016-07-13 00:30:50',2111,,,raw_message.mht,0713/014683806517119-UwgeM3,,,30771,,text/html
160713-000001,Incidentes,1505,,,'2016-07-13 00:45:47','2016-07-13 00:45:47',2112,,,raw_message.mht,0713/0146838154811454-1lJP0l,,,10300,,text/html
160713-000001,Incidentes,1505,,,'2016-07-14 10:14:31','2016-07-14 10:14:31',2354,,,Certificado de Cobertura - KEH442.pdf,0714/0146850207112978-V7TrO3,,,68379,,application/pdf
160713-000001,Incidentes,1505,,,'2016-07-14 10:14:31','2016-07-14 10:14:31',2355,,,Clausulas - KEH442.pdf,0714/1146850207212978-2Y1gQe,,,149974,,application/pdf
160713-000001,Incidentes,1505,,,'2016-07-14 10:14:31','2016-07-14 10:14:31',2356,,,Mercosur - KEH442.pdf,0714/2146850207212978-Omae1q,,,73269,,application/pdf
160713-000001,Incidentes,1505,,,'2016-07-14 10:14:31','2016-07-14 10:14:31',2357,,,Poliza - KEH442.pdf,0714/3146850207212978-wiNYLD,,,71210,,application/pdf
160713-000002,Incidentes,1506,,,'2016-07-13 08:00:54','2016-07-13 08:00:54',2114,,,raw_message.mht,0713/0146840765518572-iZFgP9,,,42810,,text/html
160713-000003,Incidentes,1507,,,'2016-07-13 08:30:53','2016-07-13 08:30:53',2116,,,raw_message.mht,0713/0146840945414713-Ti5cvu,,,42699,,text/html
160713-000003,Incidentes,1507,,,'2016-07-13 16:34:32','2016-07-13 16:34:32',2256,,,GR17160B_318588_000001.pdf,0713/0146843847228334-jM5hVL,,,78796,,application/pdf
160713-000004,Incidentes,1508,,,'2016-07-13 08:45:50','2016-07-13 08:45:50',2117,,,raw_message.mht,0713/0146841035010593-b2ZzaY,,,10940,,text/html
160713-000007,Incidentes,1509,,,'2016-07-13 09:00:57','2016-07-13 09:00:57',2119,,,image001.png,0713/0146841125830458-fm3MGW,,,160,,image/png
160713-000007,Incidentes,1509,,,'2016-07-13 09:00:57','2016-07-13 09:00:57',2120,,,raw_message.mht,0713/1146841125830458-pqV018,,,34308,,text/html
160713-000014,Incidentes,1513,,,'2016-07-13 09:15:53','2016-07-13 09:15:53',2123,,,raw_message.mht,0713/0146841215320953-v4WTb5,,,6187,,text/html
160713-000015,Incidentes,1514,,,'2016-07-13 09:15:55','2016-07-13 09:15:55',2124,,,raw_message.mht,0713/0146841215521097-Bj7yX0,,,10545,,text/html
160713-000018,Incidentes,1518,,,'2016-07-13 09:30:51','2016-07-13 09:30:51',2130,,,raw_message.mht,0713/0146841305229917-dRSs99,,,99658,,text/html
160713-000029,Incidentes,1527,,,'2016-07-13 10:00:59','2016-07-13 10:00:59',2133,,,raw_message.mht,0713/014684148607410-5g359D,,,15791,,text/html
160713-000030,Incidentes,1528,,,'2016-07-13 10:01:02','2016-07-13 10:01:02',2134,,,raw_message.mht,0713/014684148627600-cid0D2,,,10268,,text/html
160713-000030,Incidentes,1528,,,'2016-07-13 15:56:52','2016-07-13 15:56:52',2242,,,CUPÓN.pdf,0713/0146843621215130-5sZfpR,,,46592,,application/pdf
160713-000036,Incidentes,1533,,,'2016-07-13 10:15:56','2016-07-13 10:15:56',2149,,,raw_message.mht,0713/014684157562202-KaSjol,,,37895,,text/html
160713-000037,Incidentes,1534,,,'2016-07-13 10:15:56','2016-07-13 10:15:56',2150,,,raw_message.mht,0713/014684157572225-nqbRKO,,,28656,,text/html
160713-000037,Incidentes,1534,,,'2016-07-15 10:00:55','2016-07-15 10:00:55',2480,,,poliza vigente..pdf,0715/0146858765628347-NM3y0t,,,74696,,application/pdf
160713-000037,Incidentes,1534,,,'2016-07-15 10:00:55','2016-07-15 10:00:55',2481,,,Certificado de Mercosur.pdf,0715/1146858765628347-p4co1F,,,73073,,application/pdf
160713-000038,Incidentes,1535,,,'2016-07-13 10:16:01','2016-07-13 10:16:01',2152,,,raw_message.mht,0713/014684157612557-3POFja,,,82808,,text/html
160713-000039,Incidentes,1536,,,'2016-07-13 10:16:04','2016-07-13 10:16:04',2154,,,raw_message.mht,0713/014684157655519-0JTk4e,,,32162,,text/html
160713-000040,Incidentes,1537,,,'2016-07-13 10:16:07','2016-07-13 10:16:07',2156,,,raw_message.mht,0713/014684157678597-L0huNC,,,50253,,text/html
160713-000040,Incidentes,1537,,,'2016-07-14 12:01:55','2016-07-14 12:01:55',2395,,,Constancia de pago .pdf,0714/0146850851519129-KNO4yh,,,62851,,application/pdf
160713-000049,Incidentes,1543,,,'2016-07-13 10:30:56','2016-07-13 10:30:56',2163,,,raw_message.mht,0713/0146841665722358-5fXOiI,,,38446,,text/html
160713-000067,Incidentes,1555,,,'2016-07-13 11:01:01','2016-07-13 11:01:01',2164,,,raw_message.mht,0713/0146841846325873-RVQl2f,,,16100,,text/html
160713-000067,Incidentes,1555,,,'2016-07-14 14:28:47','2016-07-21 10:25:50',2423,,,cupon de pago .pdf,0714/0146851732748533-qh4lGP,,,46642,,application/pdf
160713-000067,Incidentes,1555,,,'2016-07-14 14:28:47','2016-07-14 14:28:47',2424,,,cupon de pago 1.pdf,0714/1146851732748533-33Ye4r,,,46642,,application/pdf
160713-000067,Incidentes,1555,,,'2016-07-21 10:25:50','2016-07-21 10:25:50',3225,,,cupon de pago .pdf,0721/014691075507096-3DejmM,,,64223,,application/pdf
160713-000068,Incidentes,1556,,,'2016-07-13 11:01:02','2016-07-13 11:01:02',2165,,,raw_message.mht,0713/0146841846325901-zLGMo9,,,12273,,text/html
160713-000084,Incidentes,1569,,,'2016-07-13 11:30:53','2016-07-13 11:30:53',2166,,,raw_message.mht,0713/0146842025318840-9yDUmj,,,17847,,text/html
160713-000096,Incidentes,1578,,,'2016-07-13 11:45:56','2016-07-13 11:45:56',2175,,,REVOREDO.pdf,0713/0146842115630831-NPxKbY,,,73084,,application/octet-stream
160713-000096,Incidentes,1578,,,'2016-07-13 11:45:56','2016-07-13 11:45:56',2176,,,raw_message.mht,0713/1146842115730831-kb2TkT,,,155815,,text/html
160713-000097,Incidentes,1579,,,'2016-07-13 11:45:56','2016-07-13 11:45:56',2177,,,REVOREDO.pdf,0713/0146842115930851-Jnig8g,,,73084,,application/octet-stream
160713-000097,Incidentes,1579,,,'2016-07-13 11:45:56','2016-07-13 11:45:56',2178,,,raw_message.mht,0713/1146842115930851-0Gyfdg,,,161966,,text/html
160713-000095,Incidentes,1583,,,'2016-07-13 12:13:43','2016-07-13 12:13:43',2180,,,Xerox WorkCentre 3550_20160713110018.pdf,0713/014684228236203-x5uxr3,,,191149,,application/pdf
160713-000106,Incidentes,1585,,,'2016-07-13 12:01:06','2016-07-13 12:01:06',2179,,,raw_message.mht,0713/0146842206616920-oSXXNt,,,14175,,text/html
160713-000112,Incidentes,1591,,,'2016-07-13 12:15:59','2016-07-13 12:15:59',2182,,,raw_message.mht,0713/0146842295923170-reafy9,,,10471,,text/html
160713-000126,Incidentes,1604,,,'2016-07-13 12:45:57','2016-07-13 12:45:57',2183,,,raw_message.mht,0713/014684247585715-kO16pV,,,10709,,text/html
160713-000127,Incidentes,1605,,,'2016-07-13 12:46:01','2016-07-13 12:46:01',2184,,,raw_message.mht,0713/014684247615979-m2QmIL,,,10398,,text/html
160713-000128,Incidentes,1606,,,'2016-07-13 12:46:03','2016-07-13 12:46:03',2185,,,raw_message.mht,0713/014684247637076-ls58dF,,,14530,,text/html
160713-000128,Incidentes,1606,,,'2016-07-14 17:22:17','2016-07-14 17:22:17',2431,,,Cupon de Pago - Vto Agosto.pdf,0714/0146852773747949-hEANhD,,,46610,,application/pdf
160713-000128,Incidentes,1606,,,'2016-07-14 17:22:17','2016-07-14 17:22:17',2432,,,Cupon de Pago - Vto Julio.pdf,0714/1146852773847949-5V5pYT,,,46612,,application/pdf
160713-000129,Incidentes,1607,,,'2016-07-13 12:46:04','2016-07-13 12:46:04',2186,,,raw_message.mht,0713/014684247649037-Tdb5Mb,,,10150,,text/html
160713-000138,Incidentes,1612,,,'2016-07-13 13:01:06','2016-07-13 13:01:06',2187,,,raw_message.mht,0713/0146842566724174-l2wZPj,,,10222,,text/html
160713-000139,Incidentes,1613,,,'2016-07-13 13:01:12','2016-07-13 13:01:12',2198,,,Anexo 6.html,0713/0146842567426490-yrGwuV,,,753594,,text/html
160713-000139,Incidentes,1613,,,'2016-07-13 13:01:12','2016-07-13 13:01:12',2199,,,raw_message.mht,0713/1146842567426490-IpLPXg,,,855254,,text/html
160713-000142,Incidentes,1618,,,'2016-07-13 13:16:03','2016-07-13 13:16:03',2200,,,raw_message.mht,0713/0146842656320914-nGrqmW,,,15205,,text/html
160713-000143,Incidentes,1619,,,'2016-07-13 13:16:03','2016-07-13 13:16:03',2201,,,raw_message.mht,0713/0146842656321137-f4PPT3,,,26915,,text/html
160713-000144,Incidentes,1620,,,'2016-07-13 13:16:05','2016-07-13 13:16:05',2202,,,raw_message.mht,0713/0146842656523591-MwKNKZ,,,25418,,text/html
160713-000150,Incidentes,1624,,,'2016-07-13 13:45:58','2016-07-13 13:45:58',2203,,,raw_message.mht,0713/014684283592213-ouvPFy,,,10581,,text/html
160713-000156,Incidentes,1630,,,'2016-07-13 14:16:04','2016-07-13 14:16:04',2210,,,raw_message.mht,0713/0146843016524206-l1LD5T,,,28837,,text/html
160713-000157,Incidentes,1631,,,'2016-07-13 14:16:08','2016-07-13 14:16:08',2213,,,DECLARACION JURADA - MARIN ESTEBAN ALFREDO.pdf,0713/0146843016924635-PT9vEN,,,282009,,application/octet-stream
160713-000157,Incidentes,1631,,,'2016-07-13 14:16:08','2016-07-13 14:16:08',2214,,,attachment1.gif,0713/1146843016924635-2uj2gn,,,8904,,image/gif
160713-000157,Incidentes,1631,,,'2016-07-13 14:16:08','2016-07-13 14:16:08',2215,,,raw_message.mht,0713/2146843016924635-8PfYT7,,,453541,,text/html
160713-000158,Incidentes,1632,,,'2016-07-13 14:31:00','2016-07-13 14:31:00',2216,,,raw_message.mht,0713/0146843106111052-2aU1xs,,,10377,,text/html
160713-000159,Incidentes,1633,,,'2016-07-13 14:31:00','2016-07-13 14:31:00',2217,,,raw_message.mht,0713/0146843106111064-dbsHdw,,,15605,,text/html
160713-000160,Incidentes,1634,,,'2016-07-13 14:45:58','2016-07-13 14:45:58',2218,,,MX-M283N_20160713_123107.pdf,0713/0146843195930368-8dqwrE,,,279568,,application/pdf
160713-000160,Incidentes,1634,,,'2016-07-13 14:45:58','2016-07-13 14:45:58',2219,,,raw_message.mht,0713/1146843195930368-qBWboF,,,399264,,text/html
160713-000164,Incidentes,1636,,,'2016-07-13 15:15:56','2016-07-13 15:15:56',2229,,,raw_message.mht,0713/0146843375718558-uHPg5p,,,36559,,text/html
160713-000165,Incidentes,1637,,,'2016-07-13 15:15:56','2016-07-13 15:15:56',2230,,,raw_message.mht,0713/0146843376018563-EfTxVZ,,,30552,,text/html
160713-000171,Incidentes,1638,,,'2016-07-13 15:30:56','2016-07-13 15:30:56',2231,,,raw_message.mht,0713/014684346573130-ZBZOZA,,,29677,,text/html
160713-000176,Incidentes,1639,,,'2016-07-13 15:45:58','2016-07-13 15:45:58',2235,,,raw_message.mht,0713/0146843555911537-UQutSh,,,10152,,text/html
160713-000176,Incidentes,1639,,,'2016-07-14 12:16:15','2016-07-14 12:16:15',2402,,,Póliza - IAX232.PDF,0714/0146850937516412-PAAkqe,,,73359,,application/pdf
160713-000176,Incidentes,1639,,,'2016-07-14 12:16:15','2016-07-14 12:16:15',2403,,,Mercosur - IAX232.PDF,0714/1146850937616412-T20x06,,,73249,,application/pdf
160713-000176,Incidentes,1639,,,'2016-07-14 12:16:15','2016-07-14 12:16:15',2404,,,Constancia de pago - IAX232.PDF,0714/2146850937616412-XzJDa0,,,62814,,application/pdf
160713-000176,Incidentes,1639,,,'2016-07-14 12:16:15','2016-07-14 12:16:15',2405,,,Cláusulas generales - IAX232.PDF,0714/3146850937616412-o81YTT,,,120380,,application/pdf
160713-000176,Incidentes,1639,,,'2016-07-14 12:16:15','2016-07-14 12:16:15',2406,,,Cláusulas - IAX232.PDF,0714/4146850937616412-kCHaMO,,,78670,,application/pdf
160713-000176,Incidentes,1639,,,'2016-07-14 12:16:15','2016-07-14 12:16:15',2407,,,Certificado cobertura - IAX232.PDF,0714/5146850937616412-4kDWeK,,,68285,,application/pdf
160713-000182,Incidentes,1642,,,'2016-07-13 16:01:07','2016-07-13 16:01:07',2243,,,raw_message.mht,0713/014684364682286-snCpZ5,,,30262,,text/html
160713-000183,Incidentes,1643,,,'2016-07-13 16:01:08','2016-07-13 16:01:08',2244,,,raw_message.mht,0713/014684364692312-nMVhji,,,16714,,text/html
160713-000183,Incidentes,1643,,,'2016-07-14 12:10:07','2016-07-14 12:10:07',2397,,,Certificado de Cobertura - AA128JQ.pdf,0714/0146850900722332-JaBJwG,,,68583,,application/pdf
160713-000183,Incidentes,1643,,,'2016-07-14 12:10:07','2016-07-14 12:10:07',2398,,,Clausulas - AA128JQ.pdf,0714/1146850900722332-xsnjKK,,,152541,,application/pdf
160713-000183,Incidentes,1643,,,'2016-07-14 12:10:07','2016-07-14 12:10:07',2399,,,Mercosur - AA128JQ.pdf,0714/2146850900722332-mq5p6P,,,73227,,application/pdf
160713-000183,Incidentes,1643,,,'2016-07-14 12:10:07','2016-07-14 12:10:07',2400,,,Poliza - AA128JQ.pdf,0714/3146850900722332-eMTB3V,,,72849,,application/pdf
160713-000186,Incidentes,1645,,,'2016-07-13 16:15:58','2016-07-13 16:15:58',2245,,,raw_message.mht,0713/0146843735917525-vTEysj,,,20741,,text/html
160713-000193,Incidentes,1648,,,'2016-07-13 16:30:58','2016-07-13 16:30:58',2255,,,raw_message.mht,0713/0146843825910436-muH5lG,,,6027563,,text/html
160713-000196,Incidentes,1649,,,'2016-07-13 16:46:03','2016-07-13 16:46:03',2263,,,raw_message.mht,0713/0146843916416453-R6ikM4,,,8801505,,text/html
160713-000197,Incidentes,1650,,,'2016-07-13 16:46:03','2016-07-13 16:46:03',2264,,,image002.jpg,0713/0146843916516480-B0YAPr,,,7993,,image/jpeg
160713-000197,Incidentes,1650,,,'2016-07-13 16:46:03','2016-07-13 16:46:03',2265,,,raw_message.mht,0713/1146843916516480-tVpijS,,,51011,,text/html
160713-000198,Incidentes,1651,,,'2016-07-13 16:46:09','2016-07-13 16:46:09',2266,,,raw_message.mht,0713/0146843916921128-46GjJx,,,30455,,text/html
160713-000199,Incidentes,1652,,,'2016-07-13 16:46:10','2016-07-13 16:46:10',2267,,,raw_message.mht,0713/0146843917121530-28m7Ln,,,27538,,text/html
160713-000199,Incidentes,1652,,,'2016-07-15 09:41:34','2016-07-15 09:41:34',2471,,,POLIZA - .PDF,0715/014685864948730-sYEKzo,,,75158,,application/pdf
160713-000199,Incidentes,1652,,,'2016-07-15 09:41:34','2016-07-15 09:41:34',2472,,,MERCOSUR.PDF,0715/114685864948730-iOCNrs,,,73260,,application/pdf
160713-000199,Incidentes,1652,,,'2016-07-15 09:41:34','2016-07-15 09:41:34',2473,,,CLÁUSULAS.PDF,0715/214685864958730-QfI3Tw,,,123038,,application/pdf
160713-000199,Incidentes,1652,,,'2016-07-15 09:41:34','2016-07-15 09:41:34',2474,,,CLÁUSULAS GENERALES.PDF,0715/314685864958730-r4MItC,,,78674,,application/pdf
160713-000199,Incidentes,1652,,,'2016-07-15 09:41:34','2016-07-15 09:41:34',2475,,,CERTIFICADO COBERTURA.PDF,0715/414685864958730-dWarCI,,,68324,,application/pdf
160713-000199,Incidentes,1652,,,'2016-07-15 09:41:34','2016-07-15 09:41:34',2476,,,CONSTANCIA DE PAGO.PDF,0715/514685864958730-wsJBkP,,,62913,,application/pdf
160713-000201,Incidentes,1654,,,'2016-07-13 17:00:57','2016-07-13 17:00:57',2280,,,raw_message.mht,0713/0146844005829996-Hc2UaU,,,140161,,text/html
160713-000201,Incidentes,1654,,,'2016-07-14 17:38:20','2016-07-14 17:38:20',2433,,,Certificado de Mercosur.pdf,0714/0146852870041111-RvaUnH,,,73067,,application/pdf
160713-000201,Incidentes,1654,,,'2016-07-14 17:38:20','2016-07-14 17:38:20',2434,,,Certificado de cobertura .pdf,0714/1146852870041111-exIstX,,,68520,,application/pdf
160713-000202,Incidentes,1655,,,'2016-07-13 17:00:58','2016-07-13 17:00:58',2281,,,raw_message.mht,0713/0146844005930013-F7lHWK,,,83864,,text/html
160713-000203,Incidentes,1656,,,'2016-07-13 17:01:04','2016-07-13 17:01:04',2282,,,raw_message.mht,0713/0146844006430619-d4wXrd,,,23832,,text/html
160713-000203,Incidentes,1656,,,'2016-07-15 10:31:38','2016-07-15 10:31:38',2492,,,CERT DE IVA ..pdf,0715/0146858949839844-Jh3VjN,,,53115,,application/pdf
160713-000204,Incidentes,1657,,,'2016-07-13 17:01:05','2016-07-13 17:01:05',2283,,,raw_message.mht,0713/0146844006631202-m4dN62,,,14481,,text/html
160713-000205,Incidentes,1658,,,'2016-07-13 17:01:08','2016-07-13 17:01:08',2284,,,raw_message.mht,0713/0146844006832546-QhXb7C,,,13432,,text/html
160713-000208,Incidentes,1661,,,'2016-07-13 17:15:58','2016-07-13 17:15:58',2286,,,raw_message.mht,0713/0146844095910420-no3RE6,,,10357,,text/html
160713-000209,Incidentes,1662,,,'2016-07-13 17:15:59','2016-07-13 17:15:59',2287,,,raw_message.mht,0713/0146844096010446-DBgtKy,,,10885,,text/html
160713-000213,Incidentes,1664,,,'2016-07-13 17:30:57','2016-07-13 17:30:57',2292,,,raw_message.mht,0713/014684418585607-WcvYJI,,,28815,,text/html
160713-000214,Incidentes,1665,,,'2016-07-13 17:30:58','2016-07-13 17:30:58',2293,,,raw_message.mht,0713/014684418585613-JV4Ttb,,,19488,,text/html
160713-000215,Incidentes,1666,,,'2016-07-13 17:45:59','2016-07-13 17:45:59',2295,,,raw_message.mht,0713/0146844276029409-haYrj6,,,81591,,text/html
160713-000215,Incidentes,1666,,,'2016-07-15 10:26:47','2016-07-15 10:26:47',2490,,,Cupón Pago.pdf,0715/0146858920710085-K1Ixcq,,,1459306,,application/pdf
160713-000217,Incidentes,1667,,,'2016-07-13 18:00:58','2016-07-13 18:00:58',2301,,,raw_message.mht,0713/0146844365927377-uh3z5r,,,27424,,text/html
160713-000218,Incidentes,1668,,,'2016-07-13 18:19:19','2016-07-13 18:19:19',2302,,,raw_message.mht,0713/0146844475932480-DahIbi,,,30298,,text/html
160713-000219,Incidentes,1669,,,'2016-07-13 18:19:19','2016-07-13 18:19:19',2303,,,raw_message.mht,0713/0146844475932482-3a3xgs,,,37134,,text/html
160713-000221,Incidentes,1671,,,'2016-07-13 18:45:50','2016-07-13 18:45:50',2305,,,raw_message.mht,0713/014684463515719-Tu4zk7,,,28917,,text/html
160713-000222,Incidentes,1672,,,'2016-07-13 19:15:53','2016-07-13 19:15:53',2307,,,raw_message.mht,0713/014684481531858-xHNeKe,,,40450,,text/html
160713-000222,Incidentes,1672,,,'2016-07-15 09:45:42','2016-07-15 09:45:42',2477,,,clausula de subrogacion .pdf,0715/014685867428434-bpRJEV,,,15498,,application/pdf
160713-000223,Incidentes,1673,,,'2016-07-13 19:30:49','2016-07-13 19:30:49',2309,,,raw_message.mht,0713/014684490496045-pBj2Tq,,,35234,,text/html
160713-000224,Incidentes,1674,,,'2016-07-13 19:30:49','2016-07-13 19:30:49',2310,,,raw_message.mht,0713/014684490496055-mAbtwQ,,,28470,,text/html
160713-000225,Incidentes,1675,,,'2016-07-13 19:45:48','2016-07-13 19:45:48',2311,,,raw_message.mht,0713/014684499499410-8t9Dgb,,,10969,,text/html
160713-000226,Incidentes,1676,,,'2016-07-13 19:45:48','2016-07-13 19:45:48',2312,,,raw_message.mht,0713/014684499499419-yeqw1m,,,38399,,text/html
160713-000227,Incidentes,1677,,,'2016-07-13 20:00:51','2016-07-13 20:00:51',2313,,,raw_message.mht,0713/0146845085227171-XiRUeT,,,13039,,text/html
160713-000228,Incidentes,1678,,,'2016-07-13 20:15:51','2016-07-13 20:15:51',2314,,,SEGURO.pdf,0713/0146845175220527-62EfMj,,,249941,,application/pdf
160713-000228,Incidentes,1678,,,'2016-07-13 20:15:51','2016-07-13 20:15:51',2315,,,raw_message.mht,0713/1146845175220527-NqwRby,,,357523,,text/html
160713-000228,Incidentes,1678,,,'2016-07-15 15:43:01','2016-07-15 15:43:01',2551,,,POLIZA.PDF,0715/01468608181730-znhMhR,,,71192,,application/pdf
160713-000228,Incidentes,1678,,,'2016-07-15 15:43:01','2016-07-15 15:43:01',2552,,,MERCOSUR.PDF,0715/11468608181730-V8vGKI,,,73268,,application/pdf
160713-000228,Incidentes,1678,,,'2016-07-15 15:43:01','2016-07-15 15:43:01',2553,,,CLAUSULAS.PDF,0715/21468608181730-2gt6JA,,,149893,,application/pdf
160713-000228,Incidentes,1678,,,'2016-07-15 15:43:01','2016-07-15 15:43:01',2554,,,CERTIFICADO COBERTURA.PDF,0715/31468608181730-hNBH3t,,,68372,,application/pdf
160713-000229,Incidentes,1679,,,'2016-07-13 22:00:50','2016-07-13 22:00:50',2317,,,raw_message.mht,0713/0146845805118232-2sEHwK,,,80087,,text/html
160713-000230,Incidentes,1680,,,'2016-07-13 23:15:48','2016-07-13 23:15:48',2319,,,raw_message.mht,0713/0146846254921375-qjNgz4,,,83302,,text/html
160714-000000,Incidentes,1682,,,'2016-07-14 00:00:51','2016-07-14 00:00:51',2321,,,raw_message.mht,0714/014684652514548-pknqYO,,,11104,,text/html
160714-000000,Incidentes,1682,,,'2016-07-15 14:40:12','2016-07-15 14:40:12',2541,,,Certificado de cobertura  .pdf,0715/0146860441234021-9suUMB,,,68374,,application/pdf
160714-000000,Incidentes,1682,,,'2016-07-15 14:40:12','2016-07-15 14:40:12',2542,,,Certificado de Mercosur.pdf,0715/1146860441234021-67kiSL,,,73095,,application/pdf
160714-000001,Incidentes,1683,,,'2016-07-14 01:45:51','2016-07-14 01:45:51',2322,,,raw_message.mht,0714/0146847155217559-UXjLJu,,,14594,,text/html
160714-000003,Incidentes,1685,,,'2016-07-14 07:00:55','2016-07-14 07:00:55',2326,,,raw_message.mht,0714/0146849045532503-GFFuNQ,,,55049,,text/html
160714-000003,Incidentes,1685,,,'2016-07-15 13:55:07','2016-07-15 13:55:07',2533,,,Denuncia .pdf,0715/0146860170725269-HRV4ht,,,71048,,application/pdf
160714-000003,Incidentes,1685,,,'2016-07-15 13:55:07','2016-07-15 13:55:07',2534,,,Denuncia 10 419411.pdf,0715/1146860170725269-iqs2HQ,,,71011,,application/pdf
160714-000005,Incidentes,1686,,,'2016-07-14 07:45:47','2016-07-14 07:45:47',2327,,,raw_message.mht,0714/014684931476207-Ki3QlA,,,41130,,text/html
160714-000006,Incidentes,1687,,,'2016-07-14 08:00:54','2016-07-14 08:00:54',2328,,,IVA.pdf,0714/014684940558636-skwKlq,,,62918,,application/pdf
160714-000006,Incidentes,1687,,,'2016-07-14 08:00:54','2016-07-14 08:00:54',2329,,,raw_message.mht,0714/114684940558636-pAkKLA,,,314336,,text/html
160714-000006,Incidentes,1687,,,'2016-07-15 14:10:03','2016-07-15 14:10:03',2538,,,CERT DE IVA ..pdf,0715/0146860260327934-x5paWO,,,23997,,application/pdf
160714-000009,Incidentes,1689,,,'2016-07-14 08:30:53','2016-07-14 08:30:53',2330,,,raw_message.mht,0714/0146849585328962-Ww1Pn9,,,16626,,text/html
160714-000011,Incidentes,1691,,,'2016-07-14 08:45:52','2016-07-14 08:45:52',2331,,,raw_message.mht,0714/0146849675312812-3zJKHf,,,13562,,text/html
